sentence_id,sentence,concept,concept_start,concept_end,concept_start_end_list,cue,cue_start,cue_end,label
NCT02630628_exc_1052_T66_T64,"Treatment with cyclophosphamide, leflunomide, or methotrexate for over 2 weeks, or use of biological agent(s) regardless of duration, within the past 6 months (Note: prior use of azathioprine, mizoribine, intravenous immunoglobulins and anti-malarials is allowed).",mizoribine,193,203,,allowed,255,262,N
NCT02630628_exc_1052_T68_T64,"Treatment with cyclophosphamide, leflunomide, or methotrexate for over 2 weeks, or use of biological agent(s) regardless of duration, within the past 6 months (Note: prior use of azathioprine, mizoribine, intravenous immunoglobulins and anti-malarials is allowed).",anti-malarials,237,251,,allowed,255,262,N
NCT03477851_exc_0_T1_T2,No consent,consent,3,10,,No,0,2,N
NCT00319748_exc_1217_T54_T55,Active coagulation disorder not controlled with medication,controlled with medication,32,58,,not,28,31,N
NCT00319748_exc_727_T32_T73,Active fungal infection or pulmonary infiltrates (prior treated disease stable for 2 weeks is allowable),prior treated disease,50,71,,is allowable,65,77,N
NCT00319748_exc_1300_T63_T75,"Concurrent malignancy (if in remission, at least 5 years disease free) except for localized (in-situ) disease, basal carcinomas and cutaneous squamous cell carcinomas that have been adequately treated",localized (in-situ) disease,82,109,,except for,71,81,N
NCT00319748_exc_1300_T64_T75,"Concurrent malignancy (if in remission, at least 5 years disease free) except for localized (in-situ) disease, basal carcinomas and cutaneous squamous cell carcinomas that have been adequately treated",basal carcinomas,111,127,,except for,71,81,N
NCT00319748_exc_1300_T65_T75,"Concurrent malignancy (if in remission, at least 5 years disease free) except for localized (in-situ) disease, basal carcinomas and cutaneous squamous cell carcinomas that have been adequately treated",cutaneous squamous cell carcinomas,132,166,,except for,71,81,N
NCT00319748_exc_50_T4_T77,Systemic corticosteroids (oral or injectable) within 7 days of first dose of 852A (topical or inhaled steroids are allowed),topical steroids,,,"[(83, 90), (83, 91)]",are allowed,111,122,N
NCT00319748_exc_50_T5_T77,Systemic corticosteroids (oral or injectable) within 7 days of first dose of 852A (topical or inhaled steroids are allowed),inhaled steroids,94,110,,are allowed,111,122,N
NCT02426034_inc_24_T8_T7,"Pathologically diagnosed with advanced gastric cancer (including adenocarcinoma of the gastroesophageal junction) with measurable metastases outside the stomach (measuring = 10mm on spiral CT scan, satisfying the criteria in RECIST 1.1);",stomach,153,160,,outside,141,148,N
NCT01518946_inc_433_T22_T23,"The subject has manifested at least 1 of the following symptoms while standing or had a medical history of 1 of the following when not treated for orthostatic hypotension (OH): dizziness, lightheadedness, feeling faint, or feeling like they might black out.",treated,135,142,,not,131,134,N
NCT02415257_inc_52_T6_T4,No measurable remaining vestibular function,remaining vestibular function,14,43,,No,0,2,N
NCT03445949_exc_0_T3_T2,indications to dual antiplatelet therapy other than atrial fibrillation or left atrial appendage occlusion at the time of enrollment or predicted appearance of such indications within the duration of the trial (eg. coronary artery disease),atrial fibrillation,52,71,,other than,41,51,N
NCT03445949_exc_0_T5_T2,indications to dual antiplatelet therapy other than atrial fibrillation or left atrial appendage occlusion at the time of enrollment or predicted appearance of such indications within the duration of the trial (eg. coronary artery disease),left atrial appendage occlusion,75,106,,other than,41,51,N
NCT03256864_inc_109_T8_T6,Liver Transplant Recipients have no acute rejection episodes within 3 months prior to the enrollment and are clinically stable,rejection episodes,42,60,,no,33,35,N
NCT03256864_exc_199_T14_T13,"History of malignancy of any organ system (other than localized basal cell carcinoma of the skin), treated or untreated, within the past 5 years, regardless of whether there is evidence of local recurrence or metastases.",localized basal cell carcinoma of the skin,54,96,,other than,43,53,N
NCT03256864_exc_420_T26_T24,"Existence of any surgical, medical or mental conditions, other than the current transplantation, which, in the opinion of the investigator, might interfere with the objectives of the study.",transplantation,80,95,,other than,57,67,N
NCT03407625_inc_54_T5_T6,No major fetal malformations,major fetal malformations,3,28,,No,0,2,N
NCT03407625_inc_105_T9_T8,No prior uterine scar,uterine scar,9,21,,No,0,2,N
NCT01000155_inc_854_T31_T30,Must agree not to donate blood or other bodily fluid while taking the study drug and for 28 days thereafter,Must agree to,,,"[(0, 10), (0, 2)]",not,11,14,N
NCT03056287_inc_350_T14_T16,"5) ability to walk without assistance and without an AFO on the treadmill ≥ 30 seconds at speeds ranging from 0.2-0.8 m/s,",AFO on the treadmill,53,73,,without,19,26,N
NCT03056287_inc_474_T19_T20,"6) no antidepressant medications or clinically able to discontinue medications,",antidepressant,6,20,,no,3,5,N
NCT03056287_inc_474_T21_T20,"6) no antidepressant medications or clinically able to discontinue medications,",clinically able to discontinue medications,36,78,,no,3,5,N
NCT02579928_inc_0_T9_T8,"MDD Cohort: Meet DSM-5 criteria for Major Depressive Disorder by structured interview (MINI-KID); CDRS-R score >40; Failure to achieve remission with at least 1 adequate prior antidepressant trial (e.g. SSRI, SNRI, or TCA), meaning at least 8 weeks at therapeutic dosing, including at least 4 weeks of stable dosing.",remission,135,144,,Failure,116,123,N
NCT02579928_inc_317_T39_T40,"Anxiety Cohort: Meet DSM-5 criteria for any of the following anxiety disorders: Social Anxiety Disorders, Generalized Anxiety Disorder, Separation Anxiety Disorder and/or Panic Disorder by structured interview (MINI-KID); ADIS Clinical Severity Rating ≥4 (moderately severe) for any of the 4 included anxiety disorders; Failure to achieve remission with at least 1 adequate prior anxiolytic medication trial (e.g. SSRI, SNRI, or TCA), meaning at least 8 weeks at therapeutic dosing, including at least 4 weeks of stable dosing; Failure to achieve remission with previous CBT or subject declines current CBT therapy",remission,339,348,,Failure,320,327,N
NCT02579928_inc_317_T60_T61,"Anxiety Cohort: Meet DSM-5 criteria for any of the following anxiety disorders: Social Anxiety Disorders, Generalized Anxiety Disorder, Separation Anxiety Disorder and/or Panic Disorder by structured interview (MINI-KID); ADIS Clinical Severity Rating ≥4 (moderately severe) for any of the 4 included anxiety disorders; Failure to achieve remission with at least 1 adequate prior anxiolytic medication trial (e.g. SSRI, SNRI, or TCA), meaning at least 8 weeks at therapeutic dosing, including at least 4 weeks of stable dosing; Failure to achieve remission with previous CBT or subject declines current CBT therapy",remission,339,348,,Failure,320,327,N
NCT01943409_exc_0_T2_T1,• Patients without PN during their hospitalization,PN,19,21,,without,11,18,N
NCT03536520_inc_0_T7_T6,"Healthy men and women, age 40-75 yrs, without any disease and need of medication.",disease,50,57,,without,38,45,N
NCT03536520_inc_0_T9_T6,"Healthy men and women, age 40-75 yrs, without any disease and need of medication.",medication,70,80,,without,38,45,N
NCT01322464_inc_157_T8_T14,"Subjects were to have no clinically significant abnormal findings on physical examination, ECG, medical history, or clinical laboratory results during screening.",abnormal findings,48,65,,no,22,24,N
NCT01322464_inc_320_T23_T26,"Subjects were to, in the opinion of the investigator, have no clinically significant abnormal findings of renal and hepatic function as determined by serum creatinine, total bilirubin, and transaminase levels.",abnormal findings,85,102,,no,59,61,N
NCT01322464_inc_531_T27_T28,Subjects were to be non-users of tobacco products (minimum of 6 months prior to the start of the study).,users of tobacco products,24,49,,non,20,23,N
NCT02429583_exc_498_T19_T18,"Any clinically significant abnormality or medical history or physical examination including history of immunodeficiency or autoimmune disease (in addition to HCV infection, for HCV group)",HCV infection,158,171,,in addition to,6,20,N
NCT03064867_exc_2436_T72_T19,"Major surgery, other than diagnostic surgery, within 2 weeks.",diagnostic surgery,26,44,,other than,15,25,N
NCT03064867_exc_1883_T57_T140,"Less than 2-year disease free from another primary malignancy (other than squamous or basal cell carcinoma of the skin, ""in-situ"" carcinoma of the cervix or breast, superficial bladder carcinoma, or previously treated localized prostate cancer with normal prostate specific antigen (PSA) levels).",squamous or basal cell carcinoma of the skin,74,118,,other than,37,47,N
NCT03064867_exc_1883_T59_T140,"Less than 2-year disease free from another primary malignancy (other than squamous or basal cell carcinoma of the skin, ""in-situ"" carcinoma of the cervix or breast, superficial bladder carcinoma, or previously treated localized prostate cancer with normal prostate specific antigen (PSA) levels).","""in-situ"" carcinoma of the cervix breast",,,"[(120, 153), (120, 126)]",other than,63,73,N
NCT03064867_exc_1883_T58_T140,"Less than 2-year disease free from another primary malignancy (other than squamous or basal cell carcinoma of the skin, ""in-situ"" carcinoma of the cervix or breast, superficial bladder carcinoma, or previously treated localized prostate cancer with normal prostate specific antigen (PSA) levels).","""in-situ"" carcinoma of the cervix",120,153,,other than,37,47,N
NCT03064867_exc_1883_T60_T140,"Less than 2-year disease free from another primary malignancy (other than squamous or basal cell carcinoma of the skin, ""in-situ"" carcinoma of the cervix or breast, superficial bladder carcinoma, or previously treated localized prostate cancer with normal prostate specific antigen (PSA) levels).",superficial bladder carcinoma,165,194,,other than,37,47,N
NCT03064867_exc_1883_T61_T140,"Less than 2-year disease free from another primary malignancy (other than squamous or basal cell carcinoma of the skin, ""in-situ"" carcinoma of the cervix or breast, superficial bladder carcinoma, or previously treated localized prostate cancer with normal prostate specific antigen (PSA) levels).",localized prostate cancer,218,243,,other than,37,47,N
NCT03064867_exc_2180_T65_T70,"Patients who have had completed all anti-cancer treatment for another primary malignancy more than 2 years prior to screening are eligible if they are not considered to have a ""currently active"" malignancy based on having less than a 30% risk of relapse.",anti-cancer treatment,36,57,,are eligible,126,138,N
NCT02816762_exc_48_T4,Dialysis for acute renal failure within the 6 previous months.,Dialysis,0,8,,,,,P
NCT01807897_exc_994_T37,Current use of a positive airway pressure device (including continuous or bi-level positive airway pressure or adaptive servo-ventilation) or supplemental oxygen therapy,positive airway pressure device,17,48,,,,,P
NCT02637076_exc_327_T25,radiation exposure exceeding 20mSv in last 12 months,radiation exposure,0,18,,,,,P
NCT02035904_inc_68_T7,"breast cancer ( DIN 2 e 3, o LIN 2 e 3 sec.",DIN,16,19,,,,,P
NCT00962364_inc_107_T9,"dilated cardiomyopathy due to valvular heart disease, hypertensive heart disease, history of myocarditis (no active myocardial infection present)",myocarditis,93,104,,,,,P
NCT02109081_exc_0_T6,1) preoperative diagnosis of delirium or dementia; 2) MMSE score of = 20 out of 30 on preoperative testing (more than mild cognitive impairment) or delirium on preoperative CAM testing; 3) language barriers that would preclude testing; 4) preoperative steroid use within 3 days of surgery; or 5) anticipation of postoperative intubation.,delirium,29,37,,,,,P
NCT02573597_exc_0_T7,"<37 weeks gestation, H/o Cesarean Section, Multiple Gestation, Pre-eclampsia, Narcotics within 3 hours prior to labor epidural placement, Chronic Pain (as defined by chronic opiate consumption), Women who are participating in another study that will impact protocol",Narcotics,78,87,,,,,P
NCT02209545_inc_424_T31,"Can be previously treated with Depo-Lupron, Depo-Provera, or Oral Contraceptive pills",treated,18,25,,,,,P
NCT02109081_exc_0_T23,1) preoperative diagnosis of delirium or dementia; 2) MMSE score of = 20 out of 30 on preoperative testing (more than mild cognitive impairment) or delirium on preoperative CAM testing; 3) language barriers that would preclude testing; 4) preoperative steroid use within 3 days of surgery; or 5) anticipation of postoperative intubation.,within 3 days of surgery,264,288,,,,,P
NCT00989261_exc_519_T39,Patients who have had HSCT and are within 100 days of transplant and/or are still taking immunosuppressive drugs and/or have clinically significant graft-versus-host disease requiring treatment and/or have >Grade 1 persistent non hematological toxicity related to the transplant,graft-versus-host disease,148,173,,,,,P
NCT02664558_exc_356_T56,Recent initiation (<8 weeks from Screening) or planned initiation of cardiopulmonary rehabilitation exercise program.,Recent,0,6,,,,,P
NCT02457442_inc_215_T17,Hypersensitivity or allergy to one of the study drugs,Hypersensitivity,0,16,,,,,P
NCT03444142_exc_402_T28,Blood Pressure =140/90 mmHg,Blood Pressure,0,14,,,,,P
NCT03168178_inc_61_T8,Admitted for labor management & develops a fever of 100.4 F or greater,fever,43,48,,,,,P
NCT02944292_inc_0_T1,Age 18 years or older,Age,0,3,,,,,P
NCT00480129_inc_0_T1,"Clinical diagnosis of allergic rhinitis based on sneeze attacks, runny/blocked/itchy nose in the absence of a common cold during the previous 12 months.",allergic rhinitis,22,39,,,,,P
NCT03589105_exc_36_T5,"Inability to complete an MRI (contraindications for MRI include but are not restricted to weight =140 kg, pacemaker, cochlear implants, presence of foreign substances in the eye, intracranial vascular clips, surgery within 6 weeks of entry into the study, coronary stent implanted within 8 weeks prior to the time of the intended MRI, etc…)",contraindications,30,47,,,,,P
NCT03336801_exc_0_T1,American Association of Anesthesiology class 1-3,American Association of Anesthesiology class,0,44,,,,,P
NCT03355469_inc_0_T4,Male or female >40 and <70 years old.,old,33,36,,,,,P
NCT00426751_exc_586_T31,Known severe renal (creatinine clearance <30ml/min) or hepatic insufficiency as well as Alanine transaminase (ALT)/aspartate transaminase (AST) elevations =,Alanine transaminase (ALT),88,114,,,,,P
NCT02637076_exc_199_T17,significant unstable or uncontrolled medical/psychiatric disease,medical disease,,,"[(37, 44), (37, 44)]",,,,P
NCT02322203_exc_617_T30,Subjects with weight that varies greater than 20% over the past 3 months.,varies greater than 20%,26,49,,,,,P
NCT02965027_exc_5507_T154,"Sildenafil (Viagra), tadalafil (Cialis), vardenafil (Levitra), and avanafil (Stendra) will not be permitted during the study drug dose Titration Period, because of increased risk of hypotension in combination with alpha-1 blockers, but will be allowed at half the usual starting dose following the study drug dose Titration Period, per VA prescribing guidelines.",Sildenafil,0,10,,,,,P
NCT02664558_exc_916_T86,Chronic infection related to tuberculosis or fungal or mycobacterial disease.,infection,8,17,,,,,P
NCT02961582_inc_106_T8,Meet at least one other criterion of the Rome-IV criteria for idiopathic constipation based on the 3-week defecation diary (1),Rome-IV criteria for idiopathic constipation,41,85,,,,,P
NCT02783859_exc_284_T18,"Complicated (effusion, empyema or abscess) pneumonia, including tuberculosis",empyema,23,30,,,,,P
NCT02664558_exc_1045_T92,"Chronic infections including, but not limited to tuberculosis (TB), hepatitis B virus (HBV) or hepatitis C virus (HCV).",infections,8,18,,,,,P
NCT03119766_exc_1525_T74,Intake of medicines listed in the section 'Prohibited concomitant treatment' for 1 month prior to the enrollment in the trial.,medicines,10,19,,,,,P
NCT02816762_exc_774_T46,Previous treatment with CPAP,treatment,9,18,,,,,P
NCT02322203_exc_425_T23,Female subjects taking hormonal contraceptives or hormone replacement therapy may be included in this study only if they have been on a stable dose for at least 3 months.,stable dose,136,147,,,,,P
NCT02664558_exc_1170_T96,"History of portal hypertension or chronic liver disease, including positive serology for infection with HCV and/or HBV.",chronic liver disease,34,55,,,,,P
NCT02816762_exc_630_T43,Concomitant treatment with high doses of acetylsalicylic acid (> 500 mg/day) or continuous treatment with non-steroidal anti-inflammatory drugs,treatment,12,21,,,,,P
NCT02867618_exc_207_T27,Systemic steroids that have not been stabilized (≥ 5 days) to the equivalent of ≤10 mg/day prednisone prior to the start of the study drugs.,prior to,102,110,,,,,P
NCT03119766_exc_660_T49,"Prior diagnosis of a class IV cardiovascular disease (according to the New York Heart Association, 1964), hypothyroidism, diabetes mellitus, chronic kidney disease (С3-5), or disease of liver with portal hypertension and/or severe decompensation (Child-Pugh score > 6).",severe decompensation,224,245,,,,,P
NCT02637076_exc_264_T19,significant history of head trauma/surgery or seizure disorder,head trauma,23,34,,,,,P
NCT00785213_exc_552_T29,Subjects who have used any drugs or substances known to inhibit or induce cytochrome (CYP) P450 enzymes and/or P-glycoprotein (P-gp) within 28 days prior to the first dose and throughout the study,drugs known to inhibit P-glycoprotein (P-gp),,,"[(27, 32), (27, 43), (27, 48)]",,,,P
NCT01807897_exc_658_T28,"Severe daytime sleepiness, defined as Epworth Sleepiness Scale score 18 or higher or a report of falling asleep driving during the previous year, and deemed a safety risk by study physician",Epworth Sleepiness Scale,38,62,,,,,P
NCT03355469_inc_306_T22,"Elevated triglycerides (=150 mg/dl), or on medication for treating the condition",triglycerides,9,22,,,,,P
NCT02431559_exc_2110_T144,"Other malignancy within 2 years prior to Day 1 of the study, except for those treated with surgical intervention only.",within 2 years prior to Day 1 of the study,17,59,,,,,P
NCT02416869_inc_0_T2,Healthy patients (ASA I),ASA,18,21,,,,,P
NCT03364036_exc_583_T35,"History of tuberculosis , presence of active tuberculosis, or latent tuberculosis",tuberculosis,11,23,,,,,P
NCT02596555_exc_989_T21,"Need for long-term treatment with a low molecular weight heparin, vitamin K antagonists or NOAC, for an indication other than the index PE episode, or for antiplatelet agents except acetylsalicylic acid at a dosage =100 mg/day;",PE episode,136,146,,,,,P
NCT02322203_exc_242_T11,Subjects with acute liver disease or active peptic ulcer disease.,peptic ulcer disease,44,64,,,,,P
NCT02765035_inc_124_T4,"Person is a K2, K3 or K4 ambulator based on Medicare Functional Classification Level (MFCL).",Medicare Functional Classification Level,44,84,,,,,P
NCT03363295_inc_136_T5,Patients over 18 years old,old,23,26,,,,,P
NCT00391690_inc_258_T16,"Patients without prostatectomy: 2 consecutive rises in PSA levels relative to a previous reference value, separated by one month.",2,32,33,,,,,P
NCT00718952_inc_22_T10,"Confirmed idiopathic pulmonary hypertension, connective tissue disease associated pulmonary hypertension, congenital heart disease(with Eisenmenger syndrome) associated pulmonary hypertension.",pulmonary hypertension,21,43,,,,,P
NCT03073603_exc_83_T4,Any new or definitely enlarging T2/FLAIR lesion or new gadolinium-enhancing lesion within the past three years (at least two scans separated by at least three years must be reviewed) on brain or spine MRI scan.,T2/FLAIR lesion,32,47,,,,,P
NCT02964416_inc_76_T4,American Society of Anaesthesiologists (ASA) 2 and stable ASA 3 patients,American Society of Anaesthesiologists,0,38,,,,,P
NCT00391690_inc_496_T23,The second confirmatory measurement taken one month after the first measurement must be greater than the first measurement.,second,4,10,,,,,P
NCT00989261_exc_519_T36,Patients who have had HSCT and are within 100 days of transplant and/or are still taking immunosuppressive drugs and/or have clinically significant graft-versus-host disease requiring treatment and/or have >Grade 1 persistent non hematological toxicity related to the transplant,immunosuppressive drugs,89,112,,,,,P
NCT02876484_inc_0_T1,Uncomplicated RYGB performed minimum 3 months prior to the study.,RYGB,14,18,,,,,P
NCT00235170_exc_301_T11,Transmural myocardial infarction within the previous seven days and CK has not returned to normal;,Transmural myocardial infarction,0,32,,,,,P
NCT02831166_exc_589_T39,Severe concomitant disease with life expectancy below 12 months;,disease,19,26,,,,,P
NCT03355469_inc_387_T28,"Reduced HDL-cholesterol (<40mg/dl in men, <50 mg/dl in women), or on medication for treating the condition",HDL-cholesterol,8,23,,,,,P
NCT03355469_inc_115_T10,Not currently engaged in > 60 min/wk of exercise,engaged in exercise,,,"[(14, 24), (14, 22)]",,,,P
NCT02867618_inc_0_T8,Phase I: Patients must have histologically confirmed R/R NHL or HL (defined by WHO criteria).,R/R,53,56,,,,,P
NCT02323399_inc_201_T18,"Subjects with controlled diabetes prior to entry must have a mean systolic/diastolic office blood pressure =128/78 mmHg (sitting, after 5 minutes of rest)",mean diastolic blood pressure,,,"[(61, 65), (61, 70), (61, 75)]",,,,P
NCT00718952_inc_264_T14,WHO pulmonary hypertension function II-III with non-responder to calcium channel blockers.,non-responder to calcium channel blockers,48,89,,,,,P
NCT02431559_exc_3105_T191,-Female subjects should refrain from breastfeeding throughout this period.,breastfeeding,37,50,,,,,P
NCT01911650_exc_309_T17,daily use of opioids for pain,opioids,13,20,,,,,P
NCT02664558_exc_1482_T118,"History of malignancy within the last 5 years, except nonmelanoma skin cancer and cervical carcinoma in situ treated with curative intent.",cervical carcinoma in situ,82,108,,,,,P
NCT00344318_exc_584_T27,"Previous vaccination against diphtheria, tetanus, pertussis, polio, hepatitis B, Haemophilus influenzae type b, and/or S. pneumoniae with the exception of vaccines where the first dose can be given within the first two weeks of life according to the national recommendations",vaccination,9,20,,,,,P
NCT02804646_exc_0_T22,"1) pregnancy, breast-feeding women, or female patients of childbearing potential but did not take contraceptive measures;2) existing severe acute infection and is not controlled; or purulent and chronic infection, delayed healing wounds; 3) the original severe heart disease, including congestive heart failure, uncontrolled high-risk arrhythmias, unstable angina, myocardial infarction, severe heart valve disease and resistant hypertension; 4) suffering from neurological and psychiatric diseases or mental disorders is not easy to control, poor compliance, and can not be described with treatment responders; primary brain or central nervous metastasis disease has not been controlled, with significant cranial hypertension or neuropsychiatric symptoms; 5) have bleeding tendencies; 6) other researchers believe that patients should not participate in the present trial.",arrhythmias,335,346,,,,,P
NCT02858180_exc_617_T26,Hemoglobin (Hb) < 8 g/dL,Hemoglobin,0,10,,,,,P
NCT03355469_inc_306_T25,"Elevated triglycerides (=150 mg/dl), or on medication for treating the condition",medication for treating,43,66,,,,,P
NCT00785213_exc_552_T27,Subjects who have used any drugs or substances known to inhibit or induce cytochrome (CYP) P450 enzymes and/or P-glycoprotein (P-gp) within 28 days prior to the first dose and throughout the study,drugs known to inhibit cytochrome (CYP) P450 enzymes,,,"[(27, 32), (27, 43), (27, 56)]",,,,P
NCT01891513_inc_193_T12,Score ≤ 10 on the Short Physical Performance Battery OR Walking speed < 1.2 m/sec during 400 m usual-paced test,Short Physical Performance Battery,18,52,,,,,P
NCT03355469_inc_242_T16,Increased waist circumference (=102 cm in men; =88 cm in women),Increased,0,9,,,,,P
NCT02965027_exc_525_T44,"Acute or serious medical illness or unstable chronic medical illness (e.g., unstable angina, myocardial infarction within 6 months, congestive heart failure, clinically significant or concerning cardiac arrhythmias; preexisting hypotension [systolic blood pressure<110] or orthostatic hypotension [systolic drop >20 mm",cardiac arrhythmias,195,214,,,,,P
NCT03351972_exc_10_T2,severe gastroparesis requiring endoscopic placement of capsule,gastroparesis,7,20,,,,,P
NCT02867618_inc_410_T29,Phase II: Patients must have histologically confirmed R/R NHL (as defined by WHO criteria).,histologically,29,43,,,,,P
NCT01807897_inc_189_T12,No change in active cardiac medications for 4 weeks prior to randomization,cardiac medications,20,39,,,,,P
NCT02867618_inc_194_T14,"In addition, patients with NHL other than diffuse large B cell lymphomas (DLBCL) must have received at least 2 prior therapies.",NHL,27,30,,,,,P
NCT02109081_exc_0_T10,1) preoperative diagnosis of delirium or dementia; 2) MMSE score of = 20 out of 30 on preoperative testing (more than mild cognitive impairment) or delirium on preoperative CAM testing; 3) language barriers that would preclude testing; 4) preoperative steroid use within 3 days of surgery; or 5) anticipation of postoperative intubation.,MMSE score,54,64,,,,,P
NCT02637076_exc_327_T25,radiation exposure exceeding 20mSv in last 12 months,radiation exposure,0,18,,,,,P
NCT02437045_inc_0_T1,"Bloodstream infection with Enterobacter spp., Serratia marcescens, Providencia spp., Morganella morganii or Citrobacter freundii (i.e. likely AmpC-producer), and susceptibility to 3rd generation cephalosporins (i.e. ceftriaxone, cefotaxime or ceftazidime), meropenem and piperacillin-tazobactam from at least one blood culture draw.",Bloodstream infection,0,21,,,,,P
NCT01483118_inc_0_T3,Patients aged greater than 18 years of age,age,9,12,,,,,P
NCT00391690_inc_195_T9,Patients who have undergone prostatectomy: any rise in PSA or,prostatectomy,28,41,,,,,P
NCT02973035_exc_1234_T62,Sitting systolic BP < 100 mmHg,systolic BP,8,19,,,,,P
NCT02965027_exc_83_T5,History of TBI more severe than mild by DVBIC criteria,DVBIC criteria,40,54,,,,,P
NCT01884337_exc_193_T18,"Brain, spinal, ophthalmologic, or major surgery or trauma within the past 90 days other than the elective knee/hip surgery",surgery,40,47,,,,,P
NCT02323399_inc_53_T6,Subject is scheduled for a procedure that requires general or neuraxial anesthesia,scheduled for a procedure,11,36,,,,,P
NCT00989261_exc_1774_T78,"Women who are pregnant, lactating, or unwilling to use contraception if of childbearing potential",childbearing potential,75,97,,,,,P
NCT02384850_inc_332_T28,Age ≥18 years,Age,0,3,,,,,P
NCT03323047_exc_159_T4,"Patients with chronic conditions that would limit our ability to develop the study according to objectives, such as neurodevelopmental conditions preventing patients from understanding the Oucher tool",neurodevelopmental conditions,116,145,,,,,P
NCT02783859_exc_232_T11,Severe malnutrition (weight-for-height Z-score <-3),malnutrition,7,19,,,,,P
NCT01807897_inc_300_T17,"Moderate to severe central or mixed central and obstructive sleep apnea, defined as an apnea-hypopnea index (AHI) 15 events per hour, with a central AHI >5 events/hour",central sleep apnea,,,"[(19, 26), (19, 30)]",,,,P
NCT02209545_inc_148_T9,Age = 18 years and = 50 years,Age,0,3,,,,,P
NCT02970773_inc_0_T1,Motor complete tetraplegia for at least 3 months,tetraplegia,15,26,,,,,P
NCT02590822_inc_508_T23,"Body mass index > 30Kg/m2 or > 27.5 Kg/m2 (South Asian),",Body mass index,0,15,,,,,P
NCT01205334_inc_172_T17,Life expectancy 6 weeks or greater,Life expectancy,0,15,,,,,P
NCT02573597_exc_0_T13,"<37 weeks gestation, H/o Cesarean Section, Multiple Gestation, Pre-eclampsia, Narcotics within 3 hours prior to labor epidural placement, Chronic Pain (as defined by chronic opiate consumption), Women who are participating in another study that will impact protocol",opiate,174,180,,,,,P
NCT00480129_inc_154_T9,History of positive skin prick test or blood radio-allergosorbent test (RAST) to grass and/or ragweed pollen,skin prick test,20,35,,,,,P
NCT01491295_inc_0_T4,HBsAg-positive for more than 6 months (HBeAg-positive or HBeAg-negative).,HBeAg,39,44,,,,,P
NCT02664558_exc_2080_T148,"Transaminases (alanine transaminase, aspartate transaminase) levels >3 × upper limit of normal (ULN) and/or bilirubin level >2 × ULN.",Transaminases levels,,,"[(0, 13), (0, 6)]",,,,P
NCT02141061_exc_356_T30,(ALT or AST exceeding 2.0 x ULN AND total bilirubin exceeding 1.5 x ULN at screening and confirmed on repeat).,ALT,1,4,,,,,P
NCT01314898_exc_155_T7,"Serum potassium >=5.1 mmol/L or <3.5 mmol/L at screening, confirmed by a single repeat if deemed necessary.",Serum potassium,0,15,,,,,P
NCT02431559_exc_3392_T199,Subjects must not donate blood while on study and for at least 90 days following the last MEDI4736 treatment.,donate blood,18,30,,,,,P
NCT00785213_exc_552_T27,Subjects who have used any drugs or substances known to inhibit or induce cytochrome (CYP) P450 enzymes and/or P-glycoprotein (P-gp) within 28 days prior to the first dose and throughout the study,drugs known to inhibit cytochrome (CYP) P450 enzymes,,,"[(27, 32), (27, 43), (27, 56)]",,,,P
NCT03323047_exc_0_T1,Patients Level III or greater on the American Society of Anesthesiologists (ASA) physical status classification system (as determined by the anesthesiologist),American Society of Anesthesiologists (ASA) physical status,37,96,,,,,P
NCT03318393_exc_0_T2,Patients with known or suspected heparin induced thrombocytopenia prior to consent,thrombocytopenia,49,65,,,,,P
NCT02664558_exc_2080_T148,"Transaminases (alanine transaminase, aspartate transaminase) levels >3 × upper limit of normal (ULN) and/or bilirubin level >2 × ULN.",Transaminases levels,,,"[(0, 13), (0, 6)]",,,,P
NCT02762851_exc_0_T1,Anaphylactic reaction to a previous dose of TIV(trivalent influenza vaccine),Anaphylactic reaction,0,21,,,,,P
NCT02437045_inc_0_T3,"Bloodstream infection with Enterobacter spp., Serratia marcescens, Providencia spp., Morganella morganii or Citrobacter freundii (i.e. likely AmpC-producer), and susceptibility to 3rd generation cephalosporins (i.e. ceftriaxone, cefotaxime or ceftazidime), meropenem and piperacillin-tazobactam from at least one blood culture draw.",Serratia marcescens,46,65,,,,,P
NCT00989261_exc_1246_T53,Major surgery within 4 weeks prior to enrollment in the study,Major surgery,0,13,,,,,P
NCT00426751_exc_465_T22,History of allergic reaction to abciximab or eptifibatide or any component used in the study (including contrast media),History,0,7,,,,,P
NCT02831166_exc_589_T40,Severe concomitant disease with life expectancy below 12 months;,life expectancy,32,47,,,,,P
NCT02590822_inc_367_T18,"Poorly managed diet controlled diabetes (with HbA1c > 6.5% , not currently taking any glucose lowering therapy, meeting BMI inclusion range)",diabetes,31,39,,,,,P
NCT03126214_exc_433_T35,"History of ""Major Bleeding"" at any point (defined as overt bleeding at a critical site including intracranial, intraspinal, intraocular, pericardial, or retroperitoneal; or bleed requiring hospitalization).",critical site,73,86,,,,,P
NCT02831166_exc_38_T4,"Chronic use of vitamin K antagonists or direct thrombin inhibitors, or oral Xa-factor antagonists;",vitamin K antagonists,15,36,,,,,P
NCT01774019_exc_53_T4,"Biliary strictures caused by malignancies other than pancreatic cancer, distal CBD cholangiocarcinoma and other periampullary cancers",Biliary strictures,0,18,,,,,P
NCT01807897_exc_848_T31,Awake resting oxyhemoglobin saturation <89%,oxyhemoglobin saturation,14,38,,,,,P
